Username,Date,source,Comment,processed_comment,word_count,comment_length,dominant_topic,topic_label_short,topic_label,dominant_topic_probability,confidence_cat
@evadwitama0120,2026-02-22 03:03:52+00:00,BBC,mengkritik program berskala nasional yang baru berjalan satu tahun hanya berdasarkan kendala logistik di beberapa titik adalah pandangan yang kurang proporsional tidak ada program sebesar ini di dunia yang langsung sempurna di tahun pertama pemerintah sedang melakukan finetuning pada sistem distribusi masalah rasa atau kesegaran sayur adalah tantangan operasional di lapangan yang terus dievaluasi melalui standar dapur satuan pelayanan yang jauh lebih penting adalah keberanian politik untuk memulai pemenuhan gizi anak bangsa secara masif demi memutus rantai stunting yang sudah puluhan tahun menghantui indonesia,kritik program skala nasional baru jalan satu tahun dasar kendala logistik beberapa titik pandang cukup proporsional program besar dunia langsung sempurna tahun pertama perintah sedang laku finetuning sistem distribusi masalah rasa segar sayur tantang operasional lapang terus evaluasi lewat standar dapur satu layan jauh lebih penting berani politik mulai penuh gizi anak bangsa masif putus rantai stunting puluh tahun hantu indonesia,84,617,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.533119678,Rendah (<0.60)
@evren_wcksno,2026-02-14 21:50:47+00:00,BBC,mbg di sekolahku beneran ngasih perubahan besar terima kasih buat semua yang make this happen,sekolah benar ngasih ubah besar terima buat semua guna happen,15,93,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.484758466,Rendah (<0.60)
@ey954,2026-01-06 17:17:12+00:00,BBC,setuju mbg baiknya cuma menguntungkan pengelolanya aja tapi banyak dampak buruknya buat ekonomi negara,tuju baik untung kelola banyak dampak buruk buat ekonomi negara,14,102,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.826141059,Tinggi (≥0.80)
@F22019-t,2026-02-27 07:21:14+00:00,BBC,mbg pasti bergizi pake micin,gizi pakai micin,5,28,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.806269586,Tinggi (≥0.80)
@F22019-t,2026-02-27 07:24:29+00:00,BBC,tidak selalu pemerintah bijak,selalu perintah bijak,4,29,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.8042202,Tinggi (≥0.80)
@fadjarsoeryono6374,2026-02-09 08:28:05+00:00,BBC,yang diuntungkan yang punya modal besarkarena untuk membangun mempersiapan dapur dg fasilitas nya pun beaya besa jadi pegiat usaha kecilpun cuman jadi penonton,untung punya modal besarkarena bangun siap dapur dg fasilitas beaya besa giat usaha kecil tonton,23,159,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.823261261,Tinggi (≥0.80)
@fahmanyusron5860,2026-01-22 03:41:18+00:00,BBC,bapak dan ibu saya guru di smpn program ini mubazir,ibu guru smpn program mubazir,10,51,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.867018938,Tinggi (≥0.80)
@Faisal-nk8cj,2026-01-26 11:36:52+00:00,BBC,program rokok gratis buat masyarakat perokok buat pilpres saya yakin pasti menang trus tolong dianggarkan,program rokok gratis buat masyarakat okok buat milu presiden yakin menang terus mohon bantu anggar,15,105,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.949969172,Tinggi (≥0.80)
@faisalputih7680,2026-01-10 04:29:07+00:00,BBC,team sukses saja yang kenyang orang buta juga tau,team sukses kenyang orang buta tahu,9,49,1,Politik & Kebijakan,"Wacana Politik &
Evaluasi Kebijakan",0.707435489,Sedang (0.60–0.80)
@faizah3788,2026-01-14 12:36:13+00:00,BBC,harusnya mbg langsung ke dapur sekolah karena kalau sekolah yang laksanakan akan mudah diawasi dah kalau terjadi korupsi mudah dideteksi alhamdulillah saya tidak pilih presiden yang pikirannya dangkal,harus langsung dapur sekolah sekolah laksana mudah awas jadi korupsi mudah deteksi alhamdulillah pilih presiden pikir dangkal,28,200,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.955358744,Tinggi (≥0.80)
@faizmuzaki2464,2026-02-23 02:29:24+00:00,BBC,ia merusak pasar dan harga jadi mahal,rusak pasar harga mahal,7,37,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.84153229,Tinggi (≥0.80)
@FaktaGratis,2026-01-11 04:25:20+00:00,BBC,yang untung istri pak prabowo lah yang punya bisnis impor bahan pangan,untung istri prabowo punya bisnis impor bahan pangan,12,70,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.912465513,Tinggi (≥0.80)
@FalCon-g7n,2026-01-06 14:17:59+00:00,BBC,oalah ternyata ini toh yang jadi harga di pasar pada naik dan pasar jadi sepi,oalah nyata harga pasar naik pasar sunyi,15,77,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.905261636,Tinggi (≥0.80)
@fanafdal8758,2026-01-14 18:20:30+00:00,BBC,program yang kurang tepat,program cukup tepat,4,25,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.801575661,Tinggi (≥0.80)
@farhanbaiquni186,2026-01-25 17:31:58+00:00,BBC,jujur ya aku ini staf kantor di salah satu pesantren modern di jawa timur bayaran sekolah nya mahal bgt 40 juta uang masuk 17 juta pertiga bulan tentu saja makanan yang dikasih sangat lah bergizi juz buah sayur roti daging dsb tp sekolah itu ttp dpt mbg aneh gak sih di pesantren di jakarta juga sama soalnya cukup untuk gizi ala anak santri tp kenapa malah dpt mbg bukannya mbg itu buat anak anak yang kelaparan dan gizinya tidak terpenuhi kn itu mencegah stunting kn ini kok yang gizinya sebenernya sudah terpenuhi tp ttp dpt mbg,jujur staf kantor salah satu pesantren modern jawa timur bayar sekolah mahal sangat 40 juta uang masuk 17 juta tiga bulan makan beri sangat gizi juz buah sayur roti daging sekolah ttp aneh sih pesantren jakarta soal cukup gizi ala anak santri malah bukan buat anak anak lapar gizi penuh kn cegah stunting kn gizi benar penuh ttp,96,531,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.792547703,Sedang (0.60–0.80)
@farizfadillah8343,2026-01-14 00:47:38+00:00,BBC,vendor bawaan pejabat dan pejabatnya,vendor bawa jabat jabat,5,36,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.826798558,Tinggi (≥0.80)
@fauhannoorkholis9262,2026-01-07 03:17:58+00:00,BBC,wakil kepala bgn nya mencurigakan coba cek lhkpn nya,wakil kepala bgn curiga coba periksa lhkpn,9,52,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.882908821,Tinggi (≥0.80)
@febrikasiren5948,2026-01-28 12:38:56+00:00,BBC,mbg jalan buat korup habisin unag negara,jalan buat korup habis unag negara,7,40,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.858787596,Tinggi (≥0.80)
@FEBRINELI-f6h,2026-01-26 00:52:56+00:00,BBC,gak papa memang nyampe kok barang nya kalo ada kekurangan itu wajar dari pada pada di ganti program laen sama sama di korupsi tapi kita dapet angin nya aja,papa memang barang kurang wajar ganti program laen korupsi angin,29,155,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.924321651,Tinggi (≥0.80)
@fikiaswandi,2026-01-07 01:39:27+00:00,BBC,lha sepi karena mbg apa hubungannya apa krn anak makan gratis trus orang tua ga masak,lha sunyi hubung anak makan gratis terus orang tua masak,16,85,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.926374257,Tinggi (≥0.80)
@fikrirz6464,2026-02-16 15:47:12+00:00,BBC,mbg bikin harga bahan2 dapur melejit sedangkan penjualan semakin sulit harusnya mbg diuangkan saja agar meminimalkan korupsi juga menghidupkan warung2 kecil,bikin harga bahan2 dapur lejit jual makin sulit harus uang minimal korupsi hidup warung2 kecil,21,156,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.543347478,Rendah (<0.60)
@fixedlucy,2026-01-18 10:57:55+00:00,BBC,hayoo terjebak makan siang gratis,hayoo jebak makan siang gratis,5,33,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.845652342,Tinggi (≥0.80)
@fleurostar,2026-02-07 02:04:52+00:00,BBC,setuju pak pendidikan dan kesehatan yang lebih dibutuhkan daripada mbg apabila pendidikan dan kesehatan kita maju indonesia pun ngga kalah saing dengan negara lain,tuju didik sehat lebih butuh apabila didik sehat maju indonesia kalah saing negara,24,163,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.646749616,Sedang (0.60–0.80)
@FredikMonehia,2026-01-18 02:10:35+00:00,BBC,yang untung itu yang memenangkan tender bukan anak anak yang di beri mbg,untung menang tender bukan anak anak,13,72,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.584188461,Rendah (<0.60)
@gabrielkilo691,2026-01-18 01:19:05+00:00,BBC,yang untung adalah pengelolah dapur mbg,untung elo dapur,6,39,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.809860468,Tinggi (≥0.80)
@galerihewany,2026-01-20 11:07:05+00:00,BBC,menu mpg lebih baik di ganti dengan rotibuah susu telur rebus dri pda nasi ikan buah bnyk yang di buang gk di mkan kan mubasir,menu mpg lebih baik ganti rotibuah susu telur rebus dri pda nasi ikan buah banyak buang makan kan mubasir,25,126,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.957045436,Tinggi (≥0.80)
@galuhbuansabang354,2026-03-26 18:34:31+00:00,BBC,distributor bahan mbg wajib naruh uang penjamin untuk pengusaha panitia mbg perlu di garis bawahi orang kaya macam pengusaha mbg tak pernah jujur serahkan pada rakyat jelata untuk diganti uang cash,distributor bahan wajib naruh uang jamin usaha panitia perlu garis bawah orang kaya jenis usaha tak pernah jujur serah rakyat jelata ganti uang cash,31,197,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.967728674,Tinggi (≥0.80)
@gameplay60detik,2026-01-27 11:42:10+00:00,BBC,banyak sekali data yang dimanipulasi oleh pihak tertentu makanya data ga sesuai lapangan dan yang mengenaskan data fake ini sampai dan dipercayai presiden,banyak sekali data manipulasi pihak tentu makanya data sesuai lapang enas data fake percaya presiden,23,154,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.631599069,Sedang (0.60–0.80)
@garrixnation4130,2026-01-07 23:05:10+00:00,BBC,gua relawan mbg aja ga digaji yang tahun 2025 sampe sekarang pun gawe kerja bakti,rawan gaji tahun 2025 gawe kerja bakti,15,81,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.689269364,Sedang (0.60–0.80)
@gatutmahmudi1846,2026-01-20 00:51:32+00:00,BBC,namanya berusaha seharusnya mempertimbangkan keuntungan dan kerugian kalau mbg berdampak merugikan warga masyarakat luas berarti harus secepatnya dihentikan saja,nama usaha timbang untung rugi dampak rugi warga masyarakat luas arti cepat henti,19,161,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.836014211,Tinggi (≥0.80)
@genallvi,2026-02-14 07:56:53+00:00,BBC,alhamdulilah uang saku anak utuh,alhamdulilah uang dompet anak utuh,5,32,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.869778633,Tinggi (≥0.80)
@general-petruk,2026-01-11 11:19:41+00:00,BBC,dengerdenger pasar tradisional sepi kalo stok bahan mbg tidak ambil ke pasar berputar ekonomi nya kurang luas jika langsung ambil ke tengkulak besar ya berputar nya hanya di atas di bawah jadi terdampak negatif saya si mendukung mbg tapi kalo pasar tradisional jadi sepi kasian juga,dengerdenger pasar tradisional sunyi stok bahan ambil pasar putar ekonomi cukup luas langsung ambil tengkulak besar putar atas bawah dampak negatif dukung pasar tradisional sunyi kasi,46,282,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.969659865,Tinggi (≥0.80)
@gengsupurnomo5302,2026-01-20 01:59:07+00:00,BBC,baiknya hapus aja program mbguangnya bisa untuk biaya pendidikan gratis dan bangun sekolah di seluruh nusantara lebih bermanfaat dan memutus adanya korupsi,baik hilang program mbguangnya biaya didik gratis bangun sekolah seluruh nusantara lebih manfaat putus ada korupsi,22,155,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.950166643,Tinggi (≥0.80)
@gerakanburuhtanimahasiswak8816,2026-01-06 16:06:31+00:00,BBC,byk kasus di jateng cth di sman1 comal pemalang mbg cuma dikasih 2 biji rotijumlah murid sekitar 1500 siswa berapa untungnya,banyak kasus jateng cth sman1 comal malang beri 2 biji rotijumlah murid 1500 siswa berapa untung,21,124,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.937150717,Tinggi (≥0.80)
@GEZER-u6w,2026-01-15 23:58:28+00:00,BBC,siapa sih yang mau berbisnis jika tdk untung,sih bisnis untung,8,44,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.805938601,Tinggi (≥0.80)
@GinoGacor-g2o3i,2026-01-13 09:25:22+00:00,BBC,mbg penghancur ekonomi,hancur ekonomi,3,22,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.744890213,Sedang (0.60–0.80)
@goodnight875,2026-01-25 16:38:02+00:00,BBC,tanpa mbg pun rakyat indonesia masih bisa makan mbg adalah program coorporation independen jaringan berbasis politik dan aparatur negara klo gak percaya buktikan didaerah anda masing pasti 1000 bener,rakyat indonesia makan program coorporation independen jaring bas politik aparatur negara percaya bukti daerah masing 1000 benar,29,199,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.784157932,Sedang (0.60–0.80)
@gusti_purwa35,2026-02-14 20:29:11+00:00,BBC,kegiatan dapur sekolah makin rame banyak ibu2 tetangga ikut bantu jadi punya penghasilan tambahan,giat dapur sekolah makin ramai banyak ibu2 tetangga ikut bantu punya hasil tambah,14,97,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.942510903,Tinggi (≥0.80)
@HaDah-vs5se,2026-01-20 03:14:15+00:00,BBC,setelah ada mbg perdagangan makin sulit yang makin kaya tuh yang dapet orderan mbgbener merusak usaha kecil,dagang makin sulit makin kaya order mbgbener rusak usaha kecil,17,107,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.92190659,Tinggi (≥0.80)
@hafidz_pamungkas6,2026-02-14 19:06:22+00:00,BBC,pernah skeptis soal mbg tapi liat sendiri di sekolah anakku makanannya benerbener bergizi dan bersih worth buat dilanjutin kok,pernah skeptis soal lihat sendiri sekolah anak makan benerbener gizi bersih harga buat dilanjutin,19,126,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.939397037,Tinggi (≥0.80)
@haha_huhu...,2026-01-22 08:33:38+00:00,BBC,yang untung yang pegang proyek mbg,untung pegang proyek,6,34,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.810437799,Tinggi (≥0.80)
@hajaraswatitompunu7781,2026-01-23 06:17:34+00:00,BBC,paling untung para pendukung pak pejabat,paling untung dukung jabat,6,40,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.615249813,Sedang (0.60–0.80)
@HajariahHajar,2026-01-22 00:33:22+00:00,BBC,petugas mbg karyawan hanya untuk kroni kroni,tugas karyawan kroni kroni,7,44,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.848162234,Tinggi (≥0.80)
@halyacianjur,2026-02-01 22:40:52+00:00,BBC,yang kerja kluarga yang punya mbg,kerja kluarga punya,6,33,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.463683635,Rendah (<0.60)
@HamdinBima-z3v,2026-01-06 23:23:41+00:00,BBC,manusia tidak ada syukur x semua kita masyarakat kecil merasa terbantu dengan adanya mbg ini buat kalian orang orang yang banyak uang yang orang pintar macam pakar pakar yang bicara ini dia belum merasakan arti susah jadi jangan bacot,manusia syukur media sosial semua masyarakat kecil rasa bantu ada buat orang orang banyak uang orang pintar jenis pakar pakar bicara rasa arti susah jangan bacot,39,234,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.51697439,Rendah (<0.60)
@Hanabilahshufi,2026-02-02 23:17:07+00:00,BBC,proyek mbg makan beracun gratis,proyek makan racun gratis,5,31,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.75100857,Sedang (0.60–0.80)
@hanacaraka8907,2026-02-01 13:34:53+00:00,BBC,heran saya juga program bagus tapi dampaknya ke yang kecilkecil gak main main,heran program bagus dampak kecilkecil main main,13,77,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.88454175,Tinggi (≥0.80)
@hanacaraka8907,2026-02-01 13:39:09+00:00,BBC,iya bisa juga sih ide ini dan pedagang kecil malah mungkin akan terbantu karena ibu ibu pada masak dan beli di tukang sayur keliling tapi kalo kayak gini nanti yang di sana tidak kebagian dong wkwk ingat pepatah batu di balik udang,iya sih ide dagang kecil malah mungkin bantu ibu ibu masak beli tukang sayur keliling gin sana bagi tertawa ingat pepatah kerikil balik udang,42,231,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.556360126,Rendah (<0.60)
@Hankuadrat1214,2026-01-06 23:33:22+00:00,BBC,yang buat mbg akan panen pahala kelak di akhirat karena memberi makan anak yang susah di pelosok dan juga anak yatim yang ingin mbg di hilangkan dzolim sama anak yatim,buat panen pahala hidup beri makan anak susah pelosok anak yatim hilang zalim anak yatim,30,167,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.947556734,Tinggi (≥0.80)
@Hankuadrat1214,2026-01-06 23:25:51+00:00,BBC,yang di untungkan anak saya 3 yang yatim dan anak di seluruh indonesia yang tidak bisa makan yang tidak setuju dengan mbg berarti orang itu dzolim karena melarang memberi makan anak yatim dan susah ingat doa orang yang terzalimi mustajab,untung anak 3 yatim anak seluruh indonesia makan tuju arti orang zalim larang beri makan anak yatim susah ingat doa orang zalim mustajab,40,237,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.913567603,Tinggi (≥0.80)
@hanyahiburan9383,2026-02-13 12:39:27+00:00,BBC,buzer berarti ya soalnya rata2 yang punya tempat dan pengelola mbg pasti org yang berpengaruh di masyarakat,buzer arti soal rata2 punya tempat kelola org pengaruh masyarakat,17,107,3,Tata Kelola & Dana,"Tata Kelola &
Akuntabilitas Dana",0.792678833,Sedang (0.60–0.80)
@HarisSukarnaBrata,2026-01-26 12:13:24+00:00,BBC,yang untung oligarki koruptor fan partai,untung oligarki koruptor fan partai,6,40,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.86828959,Tinggi (≥0.80)
@HarmanTiwulan,2026-01-14 14:00:58+00:00,BBC,pengelola yang di untungkan hentikan saja mbg,kelola untung henti,7,45,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.793215871,Sedang (0.60–0.80)
@HarryHaryono-m2e,2026-01-06 16:13:42+00:00,BBC,spmbg makin makmur guru honorer makin ancuuurrrr guru honorer cumak dibayar maksimal 500 ribu perbulan dengan tuntutan dedikasi yang sangat tinggi sementara buruh spmbg digaji antara 23 juta perbulan kerjanya cumak beberapa jam saja kira2 mulia mana ya antara guru honorer dengan para buruh spmbg yang pernah sekolah mohon tulis komen dan jawabannya ya,spmbg makin makmur guru honorer makin ancuuurrrr guru honorer cumak bayar maksimal 500 ribu bulan tuntut dedikasi sangat tinggi buruh spmbg gaji 23 juta bulan kerja cumak beberapa jam kira2 mulia guru honorer buruh spmbg pernah sekolah mohon catat komentar jawab,54,352,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.821743727,Tinggi (≥0.80)
@HaruddinMuharram,2026-01-26 00:20:42+00:00,BBC,tabe yang diuntungkan mbg adalah seluruh rakyat indonesia,tabe untung seluruh rakyat indonesia,8,57,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.462535113,Rendah (<0.60)
@haryantotjong5977,2026-01-12 12:47:08+00:00,BBC,mbg segera diberhentikan saja anak sekolah tanggung jawab orang tuanya keberhasilan meningkatkan gizi tidak sebanding kerugian negara karna ladang korupsi,segera henti anak sekolah tanggung jawab orang tua hasil tingkat gizi banding rugi negara ladang korupsi,20,154,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.508723199,Rendah (<0.60)
@HBudionoHMBA,2026-01-16 08:40:19+00:00,BBC,tapi sayangnya ada yang bekerja sama dengan perusahaan cina yang menjadi rekanan proyek mbg ini sangat menyedihkan,sayang kerja usaha cina jadi rekan proyek sangat sedih,17,114,0,Ekonomi & Kerja,"Dampak Ekonomi &
Ketenagakerjaan",0.922022879,Tinggi (≥0.80)
@HelmiDian-u1o,2026-03-10 23:46:17+00:00,BBC,percuma rakyat koar koar engga pernah di dengar,percuma rakyat koar koar pernah dengar,8,47,2,Sekolah & Pangan,"Implementasi Sekolah &
Keamanan Pangan",0.888164878,Tinggi (≥0.80)
